Zaloznik,zanr1,zanr2,esbr 
Ubisoft,General,General,T
SNK,Scrolling,Horizontal,T
Ghost,Arcade,Automobile,T
Shiro,General,General,
Renegade,2D,2D,
Metropolis,Fantasy,Arcade,M
Mass,Action,General,E
Lucky,Shooter,Scrolling,E
Paradox,Fighting,3D,T
,Turn-Based,Sci-Fi,T
Koei,Futuristic,Futuristic,
Tasharen,Action,General,
Nihilistic,Static,Top-Down,M
Blowfish,MOBA,Defense,
Compile,Action,3D,T
OSome,Action Adventure,Survival,M
Coldwood,Miscellaneous,General,E
Vogster,General,Defense,T
n,Third-Person,Arcade,T
HAL,Racing,Kart,E
Cyberlore,Strategy,Tycoon,M
Krome,Alternative,Surfing,E
n,General,Western-Style,T
2XL,Simulation,Automobile,E
TOSE,Gambling,Gambling,T
Replay,Historic,Historic,M
Hudson,Puzzle,General,E
Square,Role-Playing,Japanese-Style,T
Etranges,Platformer,3D,
Exkee,Puzzle,General,E
Capcom,Fighting,2D,T
Taito,General,Arcade,E
Neko,General,General,E
Arc,Fighting,2D,T
Double,Action Adventure,Sci-Fi,T
Nex,Role-Playing,Action RPG,T
Boston,Action Adventure,Fantasy,T
KCET,Shooter,Rail,M
Nilo,3D,First-Person,T
ACE,First-Person,Fantasy,T
Lionhead,Action RPG,Action RPG,T
CyberConnect2,3D,3D,T
Access,Role-Playing,Action RPG,M
Konami,Scrolling,Horizontal,
DreamFactory,3D,3D,T
Beatshapers,General,General,E
Games,WWII,Combat,T
Sega,Puzzle,General,E
System,2D,2D,E
ION,Action Adventure,General,
Playbrains,General,Modern,T
Rebellion,Third-Person,Tactical,M
Etranges,Platformer,3D,
Meteorise,Rhythm,Music,M
Pixellore,Action,General,
Italic,Platformer,2D,E
Intelligent,Party,Party,E
1st,Card Battle,Card Battle,T
exozet,,,E
SNK,Compilation,2D,T
Vicarious,Platformer,2D,E
Omega,2D,3D,T
Gaming,3D,Third-Person,
Telltale,General,Linear,
Toylogic,General,General,T
MileStone,Motorcycle,Street,
Papaya,General,General,
Deadline,Action,2D,M
Rainbow,Simulation,Automobile,E
SCEI,Miscellaneous,Party,T
Magic,Action Adventure,Modern,T
SCEJ,Action Adventure,Sci-Fi,M
Point,Action Adventure,Fantasy,M
Frogwares,Modern,Modern,E
Acclaim,First-Person,Sci-Fi,M
Microids,General,General,E
Hothouse,General,General,T
Bossa,Miscellaneous,General,
Microsoft,Sports,General,
BioWare,Role-Playing,Action RPG,
Lesta,General,Historic,T
Artoon,Platformer,2D,E
Nintendo,Party,Party,
Capcom,Action RPG,Action RPG,E
Blitz,Miscellaneous,Virtual Life,E
Lion,Marine,Combat,
Legacy,Virtual,Virtual Life,T
FeelPlus,Action,2D,
STUDIO,Role-Playing,Japanese-Style,
Bloober,Action,Arcade,M
Paon,Action Adventure,Horror,M
Backbone,Miscellaneous,Compilation,
tiger,Action Adventure,General,
Frost,3D,Third-Person,E
Solid9,Turn-Based,Tactics,
TickTock,Third-Person,Arcade,T
Vicious,Platformer,3D,
Coresoft,Parlor,Gambling,E
Suzak,General,General,
TERMINAL,Matching,General,
Bandai,Golf,Arcade,E
Razorworks,Driving,Racing,E
Atari,Formula One,Automobile,E
Sennari,Action,General,E
Piranha,General,Action RPG,M
Koei,Action,3D,T
Hydravision,Action Adventure,Horror,M
Pipeworks,Miscellaneous,Compilation,M
MumboJumbo,Puzzle,General,E
Taito,General,Career,E
Asobo,Platformer,3D,E
Krome,Strategy,General,
Krome,General,General,
Vile,Simulation,General,T
Arrowhead,General,Fantasy,T
Piranha,General,General,M
Konami,Fighting,3D,T
Backbone,Other,On-foot,E
EA,Golf,Sim,E
Wizards,Turn-Based,Card Battle,T
Armature,General,Fantasy,T
Radical,3D,3D,
Ubisoft,Snowboarding,Snowboarding,T
AWE,Third-Person,Modern,T
Exakt,Action Adventure,Modern,M
Next,General,General,T
Ubisoft,Action Adventure,Sci-Fi,E
Enlight,General,Historic,T
Digital,Pinball,Pinball,E
Sega,,,M
Aquria,Role-Playing,General,M
EA,First-Person,Modern,T
Creatures,General,Fantasy,E
Activision,Platformer,2D,E
Stormfront,Adventure,General,
Ubisoft,General,General,T
Altron,Management,Tycoon,E
Cooking,Virtual,Career,E
Ghostfire,Dancing,Dancing,E
Konami,Card Battle,Card Battle,E
Krome,Action Adventure,Fantasy,T
Artificial,Action Adventure,Horror,
EA,First-Person,Modern,T
Harmonix,Music,Music,T
Trion,Sci-Fi,Arcade,M
LKA,3D,First-Person,M
Farmind,Puzzle,General,E
Crystal,General,Modern,T
Crytek,General,Fantasy,M
High,General,Fantasy,
Pivotal,Third-Person,Historic,M
CodeFire,Miscellaneous,Compilation,E
Graphic,Shooter,Rail,E
Digital,Miscellaneous,Compilation,E
KING,3D,Third-Person,M
Absolutist,Logic,Logic,E
Arc,2D,2D,T
Cohort,Light Gun,Modern,T
Channel,,,T
Gateway,Arcade,Automobile,
Nordic,Role-Playing,General,M
Stage,Action Adventure,General,T
EA,Basketball,Sim,E
EA,Puzzle,General,E
Suzak,2D,2D,
Now,General,General,E
Capcom,Action Adventure,Survival,M
Ubisoft,Puzzle,General,T
Zeal,General,General,
Disney,Fantasy,Fantasy,
Volatile,Modern,Arcade,M
Heavy,Platformer,3D,
KCEJ,Action Adventure,Fantasy,E
Sumo,First-Person,Arcade,M
Sleepless,Adventure,General,
Whale,Real-Time,General,T
Storm,Puzzle,General,E
Realtime,Miscellaneous,Compilation,E
Cyberlore,Wargame,Turn-Based,T
Dimps,Action,General,E
Object,General,Historic,T
From,Role-Playing,First-Person,T
Mission,Modern Jet,Combat,E
FarmerGnome,Action,General,
Armature,General,Fantasy,T
Red,Third-Person,Arcade,
Sonic,2D,3D,
Telltale,General,Visual Novel,T
Taito,Virtual,Virtual Life,E
SimBin,Modern,General,
Helixe,Platformer,2D,E
Climax,3D,3D,
Bits,Action Adventure,Sci-Fi,M
Doublesix,General,General,T
Eurocom,Individual,Athletics,E
SNK,Fighting,2D,T
Crocodile,2D,2D,E
Gusto,Sim,Sim,E
Luxoflux,Action Adventure,Modern,M
Devespresso,Adventure,General,T
N,Simulation,Automobile,E
Oscar,Arcade,Futuristic,
Might,Adventure,General,T
Rebellion,Third-Person,Arcade,T
Right,Platformer,3D,E
tiger,Action Adventure,General,E
Blue,3D,First-Person,T
4A,Sci-Fi,Arcade,M
Sega,3D,3D,
Konami,General,General,E
Hitmaker,Arcade,Automobile,
Ubisoft,Music,Music,
oeFun,General,Matching,E
Backbone,Miscellaneous,Compilation,E
Z,Alternative,Biking,M
Namco,Shooter,Rail,T
Stealth,Driving,Mission-based,T
I,Driving,Mission-based,T
Double,Action Adventure,Sci-Fi,T
EA,Ice Hockey,Sim,
Ubisoft,General,General,T
Coresoft,Parlor,Gambling,T
Eurocom,General,General,
Krome,3D,3D,
Zen,Pinball,Pinball,E
Blitz,General,General,E
7,General,General,
Piranha,General,General,E
CCP,Flight,Combat,T
Zen,Rhythm,Music,T
Avalon,Simulation,Automobile,
Asobo,Third-Person,Modern,M
Wish,Platformer,2D,E
Konami,Miscellaneous,Compilation,T
TIGAMES,3D,First-Person,T
Namco,General,General,E
High,Third-Person,Modern,M
EA,Arcade,Arcade,E
Sumo,Action Adventure,Open-World,M
BeeWorks,General,General,
Vicarious,Platformer,2D,E
Ubisoft,,,T
Minds,Driving,Mission-based,T
G,2D,2D,T
Angry,Fighting,2D,
Z,Sci-Fi,Arcade,T
Gas,Action RPG,Action RPG,T
Avalanche,Platformer,3D,
Koei,2D,3D,M
Kadokawa,Fantasy,Tactics,M
Konami,Board Games,Board Games,E
Hot,General,General,E
SNK,Miscellaneous,Compilation,T
Next,General,General,
Genki,General,General,
Level,Action RPG,Action RPG,T
Nintendo,Individual,Athletics,
5pb,Adventure,General,M
SNK,Fighting,2D,T
Ubisoft,Action,2D,
Ubisoft,Action Adventure,Linear,T
Omega,Action,3D,T
EKO,Horror,Survival,M
Visual,Puzzle,General,E
Super,General,Edutainment,E
Hudson,Puzzle,General,E
Hudson,2D,2D,E
Namco,,,T
CyberConnect2,Fighting,3D,T
Metia,Puzzle,General,E
EA,General,Fantasy,
High,Modern,Modern,T
Auroch,Turn-Based,Tactics,T
AWE,Action Adventure,Fantasy,
Climax,Motorcycle,Street,E
989,Football,Sim,E
1C,WWII,Combat,T
Namco,General,Compilation,
Capcom,Miscellaneous,Compilation,T
Ubisoft,Action,2D,
Ubisoft,Action Adventure,Open-World,M
Omega,Action,3D,T
Midway,Sci-Fi,Arcade,T
Konami,Action Adventure,General,M
Artisan,Role-Playing,Action RPG,T
FreeStyleGames,Music,Music,
Liquid,Fighting,2D,T
Spiders,General,Western-Style,M
Gameloft,Arcade,Automobile,E
nWay,Fighting,2D,T
Team,Fantasy,Artillery,
Career,Role-Playing,General,T
ChunSoft,Role-Playing,Roguelike,E
3DClouds,Arcade,Automobile,E
High,3D,Arcade,M
Akella,Small Spaceship,Combat,T
Idea,General,Fantasy,T
Nihilistic,Sci-Fi,Arcade,M
Ubisoft,Snowboarding,Snowboarding,T
Mindware,First-Person,Historic,T
Spike,Fighting,3D,T
Midway,,,T
Neko,Puzzle,General,E
Bohemia,Sci-Fi,Command,M
Amble,General,General,
Eurocom,Platformer,3D,E
Ubisoft,Miscellaneous,Party,E
BumbleBeast,Arcade,Automobile,E
Saffire,Third-Person,Fantasy,T
Racjin,General,General,T
Nex,Light Gun,Light Gun,T
Capcom,Action RPG,Action RPG,E
EXOR,Futuristic,Futuristic,M
IR,Flight,Modern Jet,T
Hit,Role-Playing,Japanese-Style,
From,Action Adventure,Horror,T
Mercury,Horror,Survival,M
Spike,3D,3D,T
Frozen,Role-Playing,Action RPG,T
2XL,Simulation,Automobile,E
Second,Puzzle,General,
Spike,Fighting,3D,T
Treyarch,3D,3D,T
Ready,Action,Arcade,
Mighty,Action,2D,T
Naked,Scrolling,Top-Down,E
1C,General,General,T
Griptonite,General,General,
Ubisoft,Modern,Modern,T
Aspect,Platformer,2D,
EA,Soccer,Arcade,E
Konami,,,E
Lexis,2D,2D,E
EA,Simulation,Automobile,T
Vertigo,3D,First-Person,E
Vicious,Platformer,3D,
Nintendo,Role-Playing,Roguelike,E
Level,Sports,General,
Hitmaker,Arcade,Automobile,
Capcom,Action Adventure,Horror,M
Exakt,Action Adventure,Modern,M
Ackkstudios,Role-Playing,Japanese-Style,M
Phantom,Vehicle,Combat,
Singapore,Puzzle,Action,
Seaven,2D,2D,
Devespresso,Adventure,General,
Creative,Action Adventure,General,T
THQ,Miscellaneous,Party,E
HandCircus,General,Fantasy,E
SCEI,Action,General,E
Zerodiv,Japanese-Style,Western-Style,T
Digital,General,General,
Adrenium,Action,General,T
Asylum,Action Adventure,Horror,M
Pixelogic,Mission-based,Automobile,T
High,Action Adventure,Fantasy,E
Trecision,Third-Person,Modern,T
Ubisoft,Action Adventure,Fantasy,E
Core,Action Adventure,Modern,T
Ubisoft,General,General,
Nintendo,Platformer,2D,E
EKO,Horror,Survival,M
LucasArts,General,General,T
Airtight,General,General,T
Blitz,3D,3D,E
City,Tactical,Modern,M
KCEJ,Action Adventure,Fantasy,E
Cattle,,,T
Viva,Shooter,Light Gun,M
Finji,Platformer,2D,
Xpec,General,Fantasy,T
Regolith,Logic,General,E
Phoenix,Platformer,3D,E
Milestone,Street,Street,
Ubisoft,Action Adventure,Modern,
Sonic,Action RPG,Action RPG,T
Nintendo,,,E
Killer,Puzzle,General,E
Paul,Adventure,General,
Arc,Role-Playing,Action RPG,
BioWare,Action RPG,Action RPG,M
Alfa,Shooter,Scrolling,E
Wales,Adventure,General,M
Dimps,Fighting,3D,T
Traveller,Third-Person,Arcade,
Zombie,Horror,Survival,M
Team,General,Artillery,
Adrenium,Platformer,3D,T
Acclaim,Fighting,Wrestling,T
Mass,Miscellaneous,Compilation,E
Creations,Platformer,2D,E
Bit,Flight,Modern Jet,E
Konami,Basketball,Sim,E
Pipe,First-Person,Modern,M
Take,General,General,M
Capcom,Horror,Survival,M
EastAsiaSoft,Strategy,General,
Tango,Action Adventure,Survival,
Microforum,Scrolling,Vertical,
Yuke,Combat,Wrestling,T
Page,Linear,Open-World,M
Squashy,Vertical,Horizontal,E
WorldForge,General,Historic,M
,3D,3D,
Triangle,Fantasy,General,
EA,Soccer,Arcade,E
Codemasters,Arcade,Automobile,
EA,Soccer,Arcade,E
Ubisoft,General,General,T
Cavia,Fishing,Fishing,E
Midway,Role-Playing,Action RPG,T
OnNet,Sim,Sim,E
Punchline,Action Adventure,Horror,M
Lumenox,Platformer,2D,E
Avalanche,Arcade,Automobile,
Namco,Action,3D,M
TOSE,Party,Party,
Game,Role-Playing,Japanese-Style,
Supersonic,Driving,Mission-based,T
Konami,Platformer,3D,E
Massive,Futuristic Sub,Combat,M
UDS,Platformer,3D,T
Konami,Miscellaneous,Card Battle,E
Red,Tactical,Modern,M
Gearbox,Modern,Arcade,T
Acclaim,Fighting,Wrestling,T
Razorworks,Driving,Racing,E
Surreal,Third-Person,Fantasy,T
Hokus,Traditional,Tennis,E
Slitherine,General,Historic,T
Microids,General,Command,E
Compulsion,Puzzle,Action,T
Spiders,Action RPG,Action RPG,M
Sold,Third-Person,Arcade,T
Codemasters,Formula One,Automobile,E
Dark,Horror,Survival,M
THQ,Action Adventure,Fantasy,
Omega,Action,3D,T
Edge,Modern,Arcade,M
CCP,Sci-Fi,Arcade,T
Stormfront,General,General,
The,Action,General,T
Sonic,Action RPG,Action RPG,E
EA,Basketball,Arcade,E
Racjin,3D,3D,T
Disney,Platformer,2D,E
Abyss,3D,First-Person,
Mad,General,General,
EA,Basketball,Sim,E
NanaOn,Virtual,Career,E
Videocult,Platformer,2D,
Natsume,Strategy,Management,E
Arc,Role-Playing,Action RPG,T
Amaze,3D,Fantasy,T
Running,Modern,Arcade,M
Cyberlore,Management,Tycoon,M
Omega,Action,3D,T
Eutechnyx,Racing,Truck,T
Sega,Racing,Arcade,E
Sand,Nature,Hunting,T
Surreal,Action Adventure,Fantasy,T
JoWooD,Management,Tycoon,T
Creative,Sci-Fi,General,M
MASA,General,Military,T
TT,Action Adventure,Sandbox,
Ubisoft,Puzzle,Stacking,E
Performance,Party,General,
Viva,Horror,Survival,T
Capcom,Action RPG,Action RPG,E
Ubisoft,3D,3D,
Caged,Arcade,Automobile,
Etranges,General,General,
Deadline,Compilation,Compilation,M
Double,Sci-Fi,General,T
Traveller,Third-Person,Arcade,
Konami,Sci-Fi,Arcade,T
Guerrilla,Sci-Fi,Arcade,M
Sega,General,General,E
Inevitable,Action Adventure,Fantasy,E
Gunfire,Action Adventure,Open-World,M
Egosoft,Action Adventure,General,
Noodlecake,Platformer,2D,
Panic,Shooter,Top-Down,
Arc,Adventure,Visual Novel,T
Harebrained,Action Adventure,General,
HyperSloth,Adventure,General,
EA,Ice Hockey,Sim,
Stage,Sci-Fi,General,
Trion,Sci-Fi,Arcade,M
EKO,Sci-Fi,Top-Down,T
Spiders,General,General,
Hellbent,General,Fantasy,E
Airtight,General,General,T
Neko,2D,3D,E
Avalanche,General,General,
Hydravision,Horror,Survival,M
EA,Stock Car,Automobile,E
Blue,Action,General,E
Two,3D,3D,E
From,Sci-Fi,Mech,T
Warthog,Action Adventure,Fantasy,E
Eighting,Fighting,3D,M
KCE,,,E
Cinemaware,Turn-Based,Historic,T
Titus,Flight,Modern Jet,E
Terminal,Driving,Racing,E
Artificial,Action Adventure,Horror,
Midway,Racing,Arcade,T
Disney,Music,Music,
Sonic,Racing,Other,E
Kuju,Static,Top-Down,E
Italic,Platformer,2D,
Matrix,Third-Person,Modern,
Chris,Management,Tycoon,E
ChunSoft,Role-Playing,Roguelike,E
Team,Puzzle,Action,E
Electronic,3D,3D,T
Nemesys,Arcade,Automobile,
Firebrand,Simulation,Automobile,
FUN,Nature,Fishing,E
Red,Modern,Modern,M
Etranges,,,E
KCEO,Football,Arcade,E
WXP,Action Adventure,Fantasy,T
Digital,Action Adventure,Fantasy,T
Beyond,Driving,Car Combat,T
Dimps,3D,3D,
MichaelArts,Puzzle,Action,T
EnjoyUp,Action,General,E
RED,Adventure,General,M
Grip,Platformer,3D,E
High,Third-Person,Modern,M
City,Flight,Combat,T
Exkee,Scrolling,Vertical,E
Bigmoon,Arcade,Automobile,E
Nintendo,Edutainment,Edutainment,E
SCEA,Basketball,Sim,E
Acquire,Action Adventure,Historic,M
Other,Compilation,2D,M
Koei,2D,3D,M
n,General,Fantasy,
Razorback,2D,2D,E
G5,Historic,Historic,T
Blitz,3D,3D,E
Supermassive,Action Adventure,Survival,M
Earthlight,General,General,E
3DO,Third-Person,Sci-Fi,T
Tremor,Action,General,M
From,Role-Playing,Action RPG,T
Corecell,2D,3D,
Cyberlore,Strategy,Tycoon,M
Airtight,Horror,Survival,M
Cavia,Boxing,Combat,T
Splendy,,,T
Tamsoft,Third-Person,Arcade,M
Taleworlds,Role-Playing,Western-Style,T
Rainbow,Simulation,Automobile,E
Neversoft,Music,Music,T
Bossa,Miscellaneous,General,
LifeSpark,General,Open-World,T
Koei,Action,3D,T
SuperVillain,Alternative,Skateboarding,
Ubisoft,Surfing,Surfing,
InXile,Puzzle,Action,E
id,First-Person,Sci-Fi,
Creatures,General,Application,E
n,3D,3D,
Liquid,Action RPG,Action RPG,M
Silver,Board Games,Board Games,E
Telltale,General,Linear,
Airtight,Horror,Survival,M
Artificial,Scrolling,Vertical,T
Sega,General,Fantasy,T
Hitmaker,,,E
Konami,Alternative,Snowboarding,E
Runecraft,Action,General,T
VSTEP,Marine,Civilian,E
Black,Sci-Fi,Arcade,M
Krome,General,General,T
Dark,Vehicle,Combat,M
Square,Role-Playing,Action RPG,T
different,Arcade,Automobile,E
Access,Horror,Open-World,M
EA,Sim,Sim,E
Next,General,General,
Eidos,Matching,Matching,E
Eutechnyx,Driving,Mission-based,T
High,General,General,E
Shiver,Horror,General,
Milestone,Simulation,Automobile,E
Ink,Shooter,Top-Down,M
SCEE,,,M
Amuze,Action Adventure,Sci-Fi,M
Zombie,Horror,Survival,M
On,Management,Music,
Big,General,Fantasy,
Etranges,3D,3D,
Pixel,3D,First-Person,
Acquire,Fighting,3D,M
Deep,Arcade,Arcade,E
Enlight,Management,Tycoon,E
Climax,Motorcycle,Street,E
Spike,Motorcycle,Street,E
Continuum,General,General,T
Phantagram,General,General,T
Dynamix,Parlor,Billiards,E
Vicious,First-Person,Sci-Fi,T
Avalanche,Arcade,Automobile,
M07,Action,General,
Pixel,General,Arcade,E
Ambrella,2D,3D,
Genki,Driving,Racing,E
Dykast,First-Person,Arcade,
Wanako,General,Fantasy,
Blue,Baseball,Arcade,
HandyGames,Turn-Based,Tactics,M
WayForward,General,General,E
Reflections,Open-World,Automobile,M
BioWare,Role-Playing,Action RPG,T
Arika,Action Adventure,Modern,E
EastAsiaSoft,Strategy,General,
Bloodirony,Action,General,
NeocoreGames,Role-Playing,Action RPG,T
Wales,Puzzle,General,T
High,General,General,T
Mindscape,Dancing,Dancing,T
Krome,Action Adventure,Fantasy,T
Presto,Miscellaneous,Party,T
Frogwares,Third-Person,Fantasy,T
ITE,Platformer,2D,E
Aqua,Action,General,T
Level,General,General,T
Klein,Platformer,2D,E
Bandai,General,Action RPG,T
Namco,Platformer,3D,
Etranges,General,General,
Nex,Compilation,Light Gun,T
Nintendo,Marine,Combat,
Eurocom,Historic,Linear,T
Puuba,Role-Playing,Action RPG,
Zombie,Sci-Fi,Arcade,T
Capcom,Action RPG,Action RPG,E
Studio,Role-Playing,Japanese-Style,E
Next,Role-Playing,Action RPG,E
Jason,Massively Multiplayer,Modern,
Planet,Music,Music,T
989,Basketball,Sim,E
Lucky,Action Adventure,Fantasy,E
NaturalMotion,Arcade,Arcade,E
ACE,Action Adventure,General,E
Indies,General,General,
Omega,2D,3D,T
Pyro,Tactical,Historic,T
Sega,Compilation,Light Gun,T
Gameyus,Helicopter,Civilian,T
Old,Fantasy,Arcade,M
Daedalic,Puzzle,General,
Tri,Action RPG,Japanese-Style,T
TOSE,Combat,Wrestling,T
DC,3D,3D,E
Ascension,Fantasy,General,
Future,General,General,M
Shiny,First-Person,Sci-Fi,T
Full,Traditional,Boxing,E
UDS,Racing,Truck,E
Acquire,Historic,Open-World,M
Planet,Sandbox,General,E
Gamepires,Arcade,Automobile,T
Rimlight,Action,3D,
Kuju,General,Fantasy,T
WayForward,Horror,Survival,M
Eurocom,Individual,Athletics,E
Team,Fantasy,Artillery,
Nintendo,Individual,Tennis,E
Propaganda,General,Fantasy,T
Double,Sci-Fi,Arcade,T
Ganbarion,Action Adventure,Open-World,T
Telenet,Golf,Sim,
Realtime,Modern,Modern,M
Razorworks,Driving,Racing,E
Beenox,Fantasy,3D,T
GameCoder,Action,General,T
Sidhe,Action,General,M
Square,Puzzle,Action,E
Might,Virtual,Virtual Life,
Double,Sci-Fi,Arcade,T
Human,Modern,Linear,T
Midway,Racing,Arcade,T
Knut,Fantasy,Fantasy,E
VIS,Action Adventure,Horror,M
Microsoft,Baseball,Sim,E
Mad,Modern Jet,Combat,E
Treyarch,Sim,Sim,E
In,General,General,E
Propaganda,General,Fantasy,T
Tigertron,Simulation,General,E
Digital,2D,2D,
Paranoid,Action Adventure,Open-World,M
Ubisoft,Historic,Open-World,M
Tigon,Mission-based,Automobile,T
Edge,Platformer,3D,
Enlight,Management,Tycoon,E
Acquire,Action Adventure,Fantasy,M
Tangrin,Role-Playing,Action RPG,
Broken,Action,General,
Guerrilla,Third-Person,Historic,M
Big,Adventure,General,
Most,General,Defense,T
Engine,Horror,Survival,
Capcom,Action Adventure,Horror,M
Atlus,Shooter,Scrolling,T
Artificial,General,General,
Rotobee,Virtual,Virtual Life,M
Codemasters,Arcade,Automobile,
Gaslamp,Real-Time,General,RP
Polygon,3D,3D,T
Gusto,Sim,Sim,E
Sony,Action RPG,Action RPG,T
Pivotal,Third-Person,Historic,M
